run_accession	sample_accession	experiment_accession	study_accession	tax_id	scientific_name	instrument_platform	instrument_model	experiment_alias	fastq_bytes	fastq_ftp	submitted_bytes	submitted_ftp	sra_bytes	sra_ftp	sample_alias	bam_ftp	bam_bytes
SRR19762212	SAMN29220963	SRX15806940	PRJNA851328	9606	Homo sapiens	ILLUMINA	Illumina NovaSeq 6000	HG00311_batch11_rep1	1207907521;1211512360	ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/012/SRR19762212/SRR19762212_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/012/SRR19762212/SRR19762212_2.fastq.gz			1772986953	ftp.sra.ebi.ac.uk/vol1/srr/SRR197/012/SRR19762212/SRR19762212.lite	HG00311		
SRR19762282	SAMN29221640	SRX15806870	PRJNA851328	9606	Homo sapiens	ILLUMINA	Illumina NovaSeq 6000	NA20884_batch15_rep1	1272875253;1273449741	ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/082/SRR19762282/SRR19762282_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/082/SRR19762282/SRR19762282_2.fastq.gz			1810578445	ftp.sra.ebi.ac.uk/vol1/srr/SRR197/082/SRR19762282/SRR19762282.lite	NA20884		
SRR19762215	SAMN29221432	SRX15806935	PRJNA851328	9606	Homo sapiens	ILLUMINA	Illumina NovaSeq 6000	NA18501_batch03_rep1	1351533039;1354503270	ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/015/SRR19762215/SRR19762215_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/015/SRR19762215/SRR19762215_2.fastq.gz			1903487002	ftp.sra.ebi.ac.uk/vol1/srr/SRR197/015/SRR19762215/SRR19762215.lite	NA18501		
SRR19762285	SAMN29221585	SRX15806865	PRJNA851328	9606	Homo sapiens	ILLUMINA	Illumina NovaSeq 6000	NA19982_batch04_rep1	1462324599;1464397610	ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/085/SRR19762285/SRR19762285_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/085/SRR19762285/SRR19762285_2.fastq.gz			2123912992	ftp.sra.ebi.ac.uk/vol1/srr/SRR197/085/SRR19762285/SRR19762285.lite	NA19982		
SRR19762216	SAMN29221431	SRX15806934	PRJNA851328	9606	Homo sapiens	ILLUMINA	Illumina NovaSeq 6000	NA18486_batch14_rep1	2062683379;2064276165	ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/016/SRR19762216/SRR19762216_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/016/SRR19762216/SRR19762216_2.fastq.gz			2952594644	ftp.sra.ebi.ac.uk/vol1/srr/SRR197/016/SRR19762216/SRR19762216.lite	NA18486		
SRR19762291	SAMN29221580	SRX15806860	PRJNA851328	9606	Homo sapiens	ILLUMINA	Illumina NovaSeq 6000	NA19908_batch03_rep1	1288013220;1291318528	ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/091/SRR19762291/SRR19762291_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/091/SRR19762291/SRR19762291_2.fastq.gz			1819378411	ftp.sra.ebi.ac.uk/vol1/srr/SRR197/091/SRR19762291/SRR19762291.lite	NA19908		
SRR19762217	SAMN29221433	SRX15806936	PRJNA851328	9606	Homo sapiens	ILLUMINA	Illumina NovaSeq 6000	NA18504_batch02_rep1	1652958150;1657154667	ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/017/SRR19762217/SRR19762217_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/017/SRR19762217/SRR19762217_2.fastq.gz			2357831440	ftp.sra.ebi.ac.uk/vol1/srr/SRR197/017/SRR19762217/SRR19762217.lite	NA18504		
SRR19762293	SAMN29220972	SRX15806857	PRJNA851328	9606	Homo sapiens	ILLUMINA	Illumina NovaSeq 6000	HG00342_batch05_rep2	2452965302;2445513828	ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/093/SRR19762293/SRR19762293_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/093/SRR19762293/SRR19762293_2.fastq.gz			3556894629	ftp.sra.ebi.ac.uk/vol1/srr/SRR197/093/SRR19762293/SRR19762293.lite	HG00342		
SRR19762219	SAMN29221430	SRX15806933	PRJNA851328	9606	Homo sapiens	ILLUMINA	Illumina NovaSeq 6000	NA12889_batch11_rep1	1394406797;1397588971	ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/019/SRR19762219/SRR19762219_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/019/SRR19762219/SRR19762219_2.fastq.gz			2040774206	ftp.sra.ebi.ac.uk/vol1/srr/SRR197/019/SRR19762219/SRR19762219.lite	NA12889		
SRR19762294	SAMN29221579	SRX15806859	PRJNA851328	9606	Homo sapiens	ILLUMINA	Illumina NovaSeq 6000	NA19904_batch04_rep1	1167215770;1169491406	ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/094/SRR19762294/SRR19762294_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/094/SRR19762294/SRR19762294_2.fastq.gz			1709622581	ftp.sra.ebi.ac.uk/vol1/srr/SRR197/094/SRR19762294/SRR19762294.lite	NA19904		
SRR19762221	SAMN29221428	SRX15806930	PRJNA851328	9606	Homo sapiens	ILLUMINA	Illumina NovaSeq 6000	NA12874_batch08_rep1	1068619481;1075322100	ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/021/SRR19762221/SRR19762221_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/021/SRR19762221/SRR19762221_2.fastq.gz			1558473426	ftp.sra.ebi.ac.uk/vol1/srr/SRR197/021/SRR19762221/SRR19762221.lite	NA12874		
SRR19762296	SAMN29221577	SRX15806856	PRJNA851328	9606	Homo sapiens	ILLUMINA	Illumina NovaSeq 6000	NA19835_batch16_rep1	1385334060;1391402522	ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/096/SRR19762296/SRR19762296_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/096/SRR19762296/SRR19762296_2.fastq.gz			2030806765	ftp.sra.ebi.ac.uk/vol1/srr/SRR197/096/SRR19762296/SRR19762296.lite	NA19835		
SRR19762223	SAMN29221425	SRX15806927	PRJNA851328	9606	Homo sapiens	ILLUMINA	Illumina NovaSeq 6000	NA12815_batch15_rep1	1613232679;1614468700	ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/023/SRR19762223/SRR19762223_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/023/SRR19762223/SRR19762223_2.fastq.gz			2281854703	ftp.sra.ebi.ac.uk/vol1/srr/SRR197/023/SRR19762223/SRR19762223.lite	NA12815		
SRR19762297	SAMN29221576	SRX15806855	PRJNA851328	9606	Homo sapiens	ILLUMINA	Illumina NovaSeq 6000	NA19818_batch09_rep1	1524345602;1529981012	ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/097/SRR19762297/SRR19762297_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/097/SRR19762297/SRR19762297_2.fastq.gz			2200561091	ftp.sra.ebi.ac.uk/vol1/srr/SRR197/097/SRR19762297/SRR19762297.lite	NA19818		
SRR19762225	SAMN29221429	SRX15806931	PRJNA851328	9606	Homo sapiens	ILLUMINA	Illumina NovaSeq 6000	NA12878_batch01_rep1	1691253452;1694167271	ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/025/SRR19762225/SRR19762225_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/025/SRR19762225/SRR19762225_2.fastq.gz			2405537474	ftp.sra.ebi.ac.uk/vol1/srr/SRR197/025/SRR19762225/SRR19762225.lite	NA12878		
SRR19762299	SAMN29221547	SRX15806851	PRJNA851328	9606	Homo sapiens	ILLUMINA	Illumina NovaSeq 6000	NA19657_batch08_rep1	1453741579;1459474754	ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/099/SRR19762299/SRR19762299_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/099/SRR19762299/SRR19762299_2.fastq.gz			2103481674	ftp.sra.ebi.ac.uk/vol1/srr/SRR197/099/SRR19762299/SRR19762299.lite	NA19657		
SRR19762301	SAMN29220970	SRX15806852	PRJNA851328	9606	Homo sapiens	ILLUMINA	Illumina NovaSeq 6000	HG00335_batch17_rep1	4852089101;4849677551	ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/001/SRR19762301/SRR19762301_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/001/SRR19762301/SRR19762301_2.fastq.gz			6847333593	ftp.sra.ebi.ac.uk/vol1/srr/SRR197/001/SRR19762301/SRR19762301.lite	HG00335		
SRR19762228	SAMN29221384	SRX15806923	PRJNA851328	9606	Homo sapiens	ILLUMINA	Illumina NovaSeq 6000	HG04100_batch11_rep1	1179198094;1184296556	ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/028/SRR19762228/SRR19762228_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/028/SRR19762228/SRR19762228_2.fastq.gz			1728453276	ftp.sra.ebi.ac.uk/vol1/srr/SRR197/028/SRR19762228/SRR19762228.lite	HG04100		
SRR19762306	SAMN29221540	SRX15806844	PRJNA851328	9606	Homo sapiens	ILLUMINA	Illumina NovaSeq 6000	NA19451_batch09_rep1	1545498879;1552489404	ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/006/SRR19762306/SRR19762306_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/006/SRR19762306/SRR19762306_2.fastq.gz			2230026425	ftp.sra.ebi.ac.uk/vol1/srr/SRR197/006/SRR19762306/SRR19762306.lite	NA19451		
SRR19762229	SAMN29221382	SRX15806921	PRJNA851328	9606	Homo sapiens	ILLUMINA	Illumina NovaSeq 6000	HG04063_batch16_rep1	1420200134;1433764169	ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/029/SRR19762229/SRR19762229_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/029/SRR19762229/SRR19762229_2.fastq.gz			2101722540	ftp.sra.ebi.ac.uk/vol1/srr/SRR197/029/SRR19762229/SRR19762229.lite	HG04063		
SRR19762309	SAMN29221543	SRX15806847	PRJNA851328	9606	Homo sapiens	ILLUMINA	Illumina NovaSeq 6000	NA19625_batch02_rep1	1476223412;1477286557	ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/009/SRR19762309/SRR19762309_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/009/SRR19762309/SRR19762309_2.fastq.gz			2094874425	ftp.sra.ebi.ac.uk/vol1/srr/SRR197/009/SRR19762309/SRR19762309.lite	NA19625		
SRR19762230	SAMN29221381	SRX15806920	PRJNA851328	9606	Homo sapiens	ILLUMINA	Illumina NovaSeq 6000	HG04062_batch15_rep1	1369610007;1371187292	ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/030/SRR19762230/SRR19762230_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/030/SRR19762230/SRR19762230_2.fastq.gz			1970620342	ftp.sra.ebi.ac.uk/vol1/srr/SRR197/030/SRR19762230/SRR19762230.lite	HG04062		
SRR19762313	SAMN29221506	SRX15806837	PRJNA851328	9606	Homo sapiens	ILLUMINA	Illumina NovaSeq 6000	NA19064_batch09_rep1	1748309190;1753797644	ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/013/SRR19762313/SRR19762313_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/013/SRR19762313/SRR19762313_2.fastq.gz			2515026810	ftp.sra.ebi.ac.uk/vol1/srr/SRR197/013/SRR19762313/SRR19762313.lite	NA19064		
SRR19762231	SAMN29221383	SRX15806922	PRJNA851328	9606	Homo sapiens	ILLUMINA	Illumina NovaSeq 6000	HG04075_batch10_rep1	1674264511;1682622370	ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/031/SRR19762231/SRR19762231_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/031/SRR19762231/SRR19762231_2.fastq.gz			2389410823	ftp.sra.ebi.ac.uk/vol1/srr/SRR197/031/SRR19762231/SRR19762231.lite	HG04075		
SRR19762314	SAMN29221637	SRX15807137	PRJNA851328	9606	Homo sapiens	ILLUMINA	Illumina NovaSeq 6000	NA20875_batch02_rep1	1528486746;1530347541	ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/014/SRR19762314/SRR19762314_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/014/SRR19762314/SRR19762314_2.fastq.gz			2176299233	ftp.sra.ebi.ac.uk/vol1/srr/SRR197/014/SRR19762314/SRR19762314.lite	NA20875		
SRR19762233	SAMN29221380	SRX15806919	PRJNA851328	9606	Homo sapiens	ILLUMINA	Illumina NovaSeq 6000	HG04061_batch11_rep1	1567656841;1573631161	ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/033/SRR19762233/SRR19762233_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/033/SRR19762233/SRR19762233_2.fastq.gz			2279058754	ftp.sra.ebi.ac.uk/vol1/srr/SRR197/033/SRR19762233/SRR19762233.lite	HG04061		
SRR19762317	SAMN29221636	SRX15807136	PRJNA851328	9606	Homo sapiens	ILLUMINA	Illumina NovaSeq 6000	NA20872_batch17_rep1	3378178097;3378242173	ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/017/SRR19762317/SRR19762317_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/017/SRR19762317/SRR19762317_2.fastq.gz			4782592635	ftp.sra.ebi.ac.uk/vol1/srr/SRR197/017/SRR19762317/SRR19762317.lite	NA20872		
SRR19762244	SAMN29221330	SRX15806906	PRJNA851328	9606	Homo sapiens	ILLUMINA	Illumina NovaSeq 6000	HG03711_batch12_rep1	1430901111;1431769009	ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/044/SRR19762244/SRR19762244_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/044/SRR19762244/SRR19762244_2.fastq.gz			2060061130	ftp.sra.ebi.ac.uk/vol1/srr/SRR197/044/SRR19762244/SRR19762244.lite	HG03711		
SRR19762321	SAMN29221631	SRX15807130	PRJNA851328	9606	Homo sapiens	ILLUMINA	Illumina NovaSeq 6000	NA20859_batch03_rep1	1300338193;1304106741	ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/021/SRR19762321/SRR19762321_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/021/SRR19762321/SRR19762321_2.fastq.gz			1841784103	ftp.sra.ebi.ac.uk/vol1/srr/SRR197/021/SRR19762321/SRR19762321.lite	NA20859		
SRR19762247	SAMN29220951	SRX15806905	PRJNA851328	9606	Homo sapiens	ILLUMINA	Illumina NovaSeq 6000	HG00237_batch07_rep2	1822964588;1828752011	ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/047/SRR19762247/SRR19762247_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/047/SRR19762247/SRR19762247_2.fastq.gz			2614247968	ftp.sra.ebi.ac.uk/vol1/srr/SRR197/047/SRR19762247/SRR19762247.lite	HG00237		
SRR19762324	SAMN29221630	SRX15807129	PRJNA851328	9606	Homo sapiens	ILLUMINA	Illumina NovaSeq 6000	NA20856_batch06_rep1	1196063397;1210789850	ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/024/SRR19762324/SRR19762324_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/024/SRR19762324/SRR19762324_2.fastq.gz			1706651858	ftp.sra.ebi.ac.uk/vol1/srr/SRR197/024/SRR19762324/SRR19762324.lite	NA20856		
SRR19762249	SAMN29221327	SRX15806902	PRJNA851328	9606	Homo sapiens	ILLUMINA	Illumina NovaSeq 6000	HG03696_batch02_rep1	1324665904;1326307682	ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/049/SRR19762249/SRR19762249_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/049/SRR19762249/SRR19762249_2.fastq.gz			1881879630	ftp.sra.ebi.ac.uk/vol1/srr/SRR197/049/SRR19762249/SRR19762249.lite	HG03696		
SRR19762327	SAMN29221626	SRX15807125	PRJNA851328	9606	Homo sapiens	ILLUMINA	Illumina NovaSeq 6000	NA20827_batch11_rep1	1560988103;1565136033	ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/027/SRR19762327/SRR19762327_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/027/SRR19762327/SRR19762327_2.fastq.gz			2279774152	ftp.sra.ebi.ac.uk/vol1/srr/SRR197/027/SRR19762327/SRR19762327.lite	NA20827		
SRR19762255	SAMN29221322	SRX15806897	PRJNA851328	9606	Homo sapiens	ILLUMINA	Illumina NovaSeq 6000	HG03667_batch11_rep1	1188800982;1191657657	ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/055/SRR19762255/SRR19762255_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/055/SRR19762255/SRR19762255_2.fastq.gz			1744980847	ftp.sra.ebi.ac.uk/vol1/srr/SRR197/055/SRR19762255/SRR19762255.lite	HG03667		
SRR19762258	SAMN29221280	SRX15806892	PRJNA851328	9606	Homo sapiens	ILLUMINA	Illumina NovaSeq 6000	HG03247_batch02_rep1	1507521924;1510321377	ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/058/SRR19762258/SRR19762258_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/058/SRR19762258/SRR19762258_2.fastq.gz			2141277171	ftp.sra.ebi.ac.uk/vol1/srr/SRR197/058/SRR19762258/SRR19762258.lite	HG03247		
SRR19762328	SAMN29221625	SRX15807123	PRJNA851328	9606	Homo sapiens	ILLUMINA	Illumina NovaSeq 6000	NA20822_batch12_rep1	1497325884;1499325168	ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/028/SRR19762328/SRR19762328_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/028/SRR19762328/SRR19762328_2.fastq.gz			2162285758	ftp.sra.ebi.ac.uk/vol1/srr/SRR197/028/SRR19762328/SRR19762328.lite	NA20822		
SRR19762259	SAMN29221282	SRX15806894	PRJNA851328	9606	Homo sapiens	ILLUMINA	Illumina NovaSeq 6000	HG03271_batch02_rep1	1477120388;1478813352	ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/059/SRR19762259/SRR19762259_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/059/SRR19762259/SRR19762259_2.fastq.gz			2100815557	ftp.sra.ebi.ac.uk/vol1/srr/SRR197/059/SRR19762259/SRR19762259.lite	HG03271		
SRR19762330	SAMN29221623	SRX15807120	PRJNA851328	9606	Homo sapiens	ILLUMINA	Illumina NovaSeq 6000	NA20815_batch13_rep1	1792616859;1793880818	ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/030/SRR19762330/SRR19762330_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/030/SRR19762330/SRR19762330_2.fastq.gz			2555273041	ftp.sra.ebi.ac.uk/vol1/srr/SRR197/030/SRR19762330/SRR19762330.lite	NA20815		
SRR19762261	SAMN29220948	SRX15806891	PRJNA851328	9606	Homo sapiens	ILLUMINA	Illumina NovaSeq 6000	HG00189_batch11_rep3	1371398455;1378451030	ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/061/SRR19762261/SRR19762261_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/061/SRR19762261/SRR19762261_2.fastq.gz			2015611503	ftp.sra.ebi.ac.uk/vol1/srr/SRR197/061/SRR19762261/SRR19762261.lite	HG00189		
SRR19762332	SAMN29220977	SRX15807124	PRJNA851328	9606	Homo sapiens	ILLUMINA	Illumina NovaSeq 6000	HG00382_batch14_rep1	1435734085;1438325176	ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/032/SRR19762332/SRR19762332_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/032/SRR19762332/SRR19762332_2.fastq.gz			2059550594	ftp.sra.ebi.ac.uk/vol1/srr/SRR197/032/SRR19762332/SRR19762332.lite	HG00382		
SRR19762333	SAMN29221623	SRX15807119	PRJNA851328	9606	Homo sapiens	ILLUMINA	Illumina NovaSeq 6000	NA20815_batch01_rep3	1456841911;1458477453	ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/033/SRR19762333/SRR19762333_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/033/SRR19762333/SRR19762333_2.fastq.gz			2063076995	ftp.sra.ebi.ac.uk/vol1/srr/SRR197/033/SRR19762333/SRR19762333.lite	NA20815		
SRR19762262	SAMN29221279	SRX15806890	PRJNA851328	9606	Homo sapiens	ILLUMINA	Illumina NovaSeq 6000	HG03235_batch15_rep1	1537472836;1539085813	ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/062/SRR19762262/SRR19762262_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/062/SRR19762262/SRR19762262_2.fastq.gz			2180937346	ftp.sra.ebi.ac.uk/vol1/srr/SRR197/062/SRR19762262/SRR19762262.lite	HG03235		
SRR19762263	SAMN29221277	SRX15806888	PRJNA851328	9606	Homo sapiens	ILLUMINA	Illumina NovaSeq 6000	HG03209_batch10_rep1	1340389613;1346162939	ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/063/SRR19762263/SRR19762263_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/063/SRR19762263/SRR19762263_2.fastq.gz			1934480121	ftp.sra.ebi.ac.uk/vol1/srr/SRR197/063/SRR19762263/SRR19762263.lite	HG03209		
SRR19762334	SAMN29221622	SRX15807118	PRJNA851328	9606	Homo sapiens	ILLUMINA	Illumina NovaSeq 6000	NA20811_batch10_rep1	1645904621;1651614084	ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/034/SRR19762334/SRR19762334_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/034/SRR19762334/SRR19762334_2.fastq.gz			2349236079	ftp.sra.ebi.ac.uk/vol1/srr/SRR197/034/SRR19762334/SRR19762334.lite	NA20811		
SRR19762277	SAMN29221644	SRX15806874	PRJNA851328	9606	Homo sapiens	ILLUMINA	Illumina NovaSeq 6000	NA20896_batch14_rep1	1433022339;1434994214	ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/077/SRR19762277/SRR19762277_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/077/SRR19762277/SRR19762277_2.fastq.gz			2058013394	ftp.sra.ebi.ac.uk/vol1/srr/SRR197/077/SRR19762277/SRR19762277.lite	NA20896		
SRR19762278	SAMN29221642	SRX15806872	PRJNA851328	9606	Homo sapiens	ILLUMINA	Illumina NovaSeq 6000	NA20888_batch04_rep1	1302646445;1304290818	ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/078/SRR19762278/SRR19762278_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/078/SRR19762278/SRR19762278_2.fastq.gz			1897258099	ftp.sra.ebi.ac.uk/vol1/srr/SRR197/078/SRR19762278/SRR19762278.lite	NA20888		
SRR19762340	SAMN29221619	SRX15807112	PRJNA851328	9606	Homo sapiens	ILLUMINA	Illumina NovaSeq 6000	NA20790_batch08_rep1	1339225524;1341914778	ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/040/SRR19762340/SRR19762340_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/040/SRR19762340/SRR19762340_2.fastq.gz			1937356260	ftp.sra.ebi.ac.uk/vol1/srr/SRR197/040/SRR19762340/SRR19762340.lite	NA20790		
SRR19762279	SAMN29221641	SRX15806871	PRJNA851328	9606	Homo sapiens	ILLUMINA	Illumina NovaSeq 6000	NA20886_batch06_rep1	1412491077;1429319186	ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/079/SRR19762279/SRR19762279_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/079/SRR19762279/SRR19762279_2.fastq.gz			2011489084	ftp.sra.ebi.ac.uk/vol1/srr/SRR197/079/SRR19762279/SRR19762279.lite	NA20886		
SRR19762349	SAMN29220975	SRX15807102	PRJNA851328	9606	Homo sapiens	ILLUMINA	Illumina NovaSeq 6000	HG00368_batch09_rep1	1784155480;1789909422	ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/049/SRR19762349/SRR19762349_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/049/SRR19762349/SRR19762349_2.fastq.gz			2559973901	ftp.sra.ebi.ac.uk/vol1/srr/SRR197/049/SRR19762349/SRR19762349.lite	HG00368		
SRR19762283	SAMN29221639	SRX15806869	PRJNA851328	9606	Homo sapiens	ILLUMINA	Illumina NovaSeq 6000	NA20878_batch12_rep1	1660327717;1662000414	ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/083/SRR19762283/SRR19762283_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/083/SRR19762283/SRR19762283_2.fastq.gz			2382724641	ftp.sra.ebi.ac.uk/vol1/srr/SRR197/083/SRR19762283/SRR19762283.lite	NA20878		
SRR19762352	SAMN29221609	SRX15807101	PRJNA851328	9606	Homo sapiens	ILLUMINA	Illumina NovaSeq 6000	NA20543_batch15_rep3	1338623608;1339054182	ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/052/SRR19762352/SRR19762352_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/052/SRR19762352/SRR19762352_2.fastq.gz			1908815188	ftp.sra.ebi.ac.uk/vol1/srr/SRR197/052/SRR19762352/SRR19762352.lite	NA20543		
SRR19762355	SAMN29221607	SRX15807097	PRJNA851328	9606	Homo sapiens	ILLUMINA	Illumina NovaSeq 6000	NA20533_batch06_rep1	1347911267;1364511422	ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/055/SRR19762355/SRR19762355_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/055/SRR19762355/SRR19762355_2.fastq.gz			1927076631	ftp.sra.ebi.ac.uk/vol1/srr/SRR197/055/SRR19762355/SRR19762355.lite	NA20533		
SRR19762284	SAMN29221587	SRX15806867	PRJNA851328	9606	Homo sapiens	ILLUMINA	Illumina NovaSeq 6000	NA20287_batch09_rep1	1461943494;1466582113	ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/084/SRR19762284/SRR19762284_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/084/SRR19762284/SRR19762284_2.fastq.gz			2108485640	ftp.sra.ebi.ac.uk/vol1/srr/SRR197/084/SRR19762284/SRR19762284.lite	NA20287		
SRR19762363	SAMN29220972	SRX15807088	PRJNA851328	9606	Homo sapiens	ILLUMINA	Illumina NovaSeq 6000	HG00342_batch05_rep1	2458084196;2455883078	ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/063/SRR19762363/SRR19762363_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/063/SRR19762363/SRR19762363_2.fastq.gz			3517364030	ftp.sra.ebi.ac.uk/vol1/srr/SRR197/063/SRR19762363/SRR19762363.lite	HG00342		
